reference,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution écran,Type de Processeur,processeur,Mémoire,Disque Dur,Type Disque Dur,Réf Carte Graphique,Système d'exploitation,Gamer,prix
82R700K6FG,https://spacenet.tn/pc-portables-pro-tunisie/73219-pc-portable-lenovo-ideapad-flex-5-14iau7-i5-12gen-8go-512go-ssd-gris.html,Pc Portable Lenovo IdeaPad Flex 5 14IAU7 i5 12Gén 8Go 512Go SSD Gris,IdeaPad Flex 5 14IAU7,https://spacenet.tn/203855-home_default/pc-portable-lenovo-ideapad-flex-5-14iau7-i5-12gen-8go-512go-ssd-gris.jpg,SpaceNet,14 Pouces,,Intel Core i5,"Intel Core i5-1235U (up to 4.4GHz, 12Mo de mémoire cache, 10 Cores)",8 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 149,000 DT"
N8068VN3510EMEA01-20,https://spacenet.tn/pc-portable-tunisie/55642-pc-portable-dell-vostro-3510-i7-11gen-20go-512go-ssd-noir.html,Pc Portable Dell Vostro 3510 i7 11Gén 20Go 512Go SSD Noir,Vostro 3510,https://spacenet.tn/133578-home_default/pc-portable-dell-vostro-3510-i7-11gen-20go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,Intel Core i7-1165G7,20 Go,512 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 149,000 DT"
9U175EA,https://spacenet.tn/pc-portable-gamer-tunisie/80726-pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1007nk i5 13Gén 8Go 512Go SSD Windows 11,Victus 15-fa1007nk,https://spacenet.tn/241310-home_default/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 149,000 DT"
S3605ZF-RP618W-16,https://spacenet.tn/pc-portable-asus/79189-pc-portable-asus-vivobook-16x-i5-12gen-16go-512go-ssd-windows-11.html,Pc Portable Asus Vivobook 16X i5 12Gén 16Go 512Go SSD Windows 11,Vivobook 16X,https://spacenet.tn/245912-home_default/pc-portable-asus-vivobook-16x-i5-12gen-16go-512go-ssd-windows-11.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-12500H( up to 4.5 GHz, 18Mo Mémoire Cache,8 cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Non,"2 149,000 DT"
FA506NC-HN006,https://spacenet.tn/asus-gaming/90424-pc-portable-gamer-asus-tuf-gaming-a15-fa506nc-ryzen-5-8go-512go-ssd-rtx-3050.html,Pc Portable Asus Tuf Gaming A15 FA506NC Ryzen 5 8Go 512Go SSD RTX 3050,TUF Gaming A15,https://spacenet.tn/292221-home_default/pc-portable-gamer-asus-tuf-gaming-a15-fa506nc-ryzen-5-8go-512go-ssd-rtx-3050.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 5,"AMD Ryzen 5 7535HS(jusqu’à 4.55 GHz, 19 Mo de mémoire cache)",8 Go,512 Go SSD,SSD,"Nvidea GeForce RTX 3050, 4 Go De Mémoire Dédiée GDDR6",Free Dos,Oui,"2 149,000 DT"
9S7-16R831-2607,https://spacenet.tn/msi-gaming/78611-pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-8go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i5 13Gén 8Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250277-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 149,000 DT"
065300-3440-32,https://spacenet.tn/pc-portables-pro-tunisie/81271-pc-portable-dell-latitude-3440-i5-13gen-32go-256go-ssd.html,Pc Portable Dell Latitude 3440 i5 13Gén 32Go 256Go SSD,Latitude 3440,https://spacenet.tn/243694-home_default/pc-portable-dell-latitude-3440-i5-13gen-32go-256go-ssd.jpg,SpaceNet,14 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up To 4.6 GHz, 12 Intel Smart Cache, 10 cœurs)",32 Go,256 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"2 155,000 DT"
83LK006SFG-W11,https://spacenet.tn/lenovo-loq/88383-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-16go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 16Go 512Go SSD Windows11,Lenovo LOQ 15IAX9E,https://spacenet.tn/275106-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-16go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 159,000 DT"
N006L355015EMEA-VP-UBU-W11,https://spacenet.tn/pc-portables-pro-tunisie/89221-pc-portable-dell-latitude-3550-i5-13gen-8go-512go-ssd-windows-11.html,Pc Portable Dell Latitude 3550 i5 13Gén 8Go 512Go SSD Windows 11,Latitude 3550,https://spacenet.tn/282375-home_default/pc-portable-dell-latitude-3550-i5-13gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores)",8 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 159,000 DT"
32M74EA-16-512-W11,https://spacenet.tn/pc-portables-pro-tunisie/89077-pc-portable-hp-probook-440-g8-i5-11gen-16go-512go-gris-windows-11.html,Pc Portable HP ProBook 440 G8 i5 11Gén 16Go 512Go Gris Windows 11,ProBook 440 G8,https://spacenet.tn/281318-home_default/pc-portable-hp-probook-440-g8-i5-11gen-16go-512go-gris-windows-11.jpg,SpaceNet,14 Pouces,,Intel Core i5,Intel® Core™ i5-1135G7,16 Go,512 Go SSD,,Intel Iris Xe,Windows 11 Pro,Non,"2 159,000 DT"
B1502CVA-NJ2642,https://spacenet.tn/pc-portables-pro-tunisie/84542-pc-portable-asus-expertbook-b1-b1502cva-i7-13gen-16go-512go-ssd.html,Pc Portable Asus Expertbook B1 B1502CVA i7 13Gén 16Go 512Go SSD,ExpertBook B1,https://spacenet.tn/254775-home_default/pc-portable-asus-expertbook-b1-b1502cva-i7-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core I7-1355U (Up to 5.0 GHz Turbo max, 12 Mo Mémoire cache, Octa Core)",16 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"2 159,000 DT"
21KH00S2FE-24,https://spacenet.tn/ordinateur-portable/88573-pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-24go-512go-ssd.html,Pc Portable Lenovo ThinkBook 16 G6 IRL i5 13Gén 24Go 512Go SSD,ThinkBook 16 G6,https://spacenet.tn/276337-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-24go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4,6 GHz, 12 Mo de mémoire cache, 8-Cores)",24 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"2 159,000 DT"
X1502VA-NJ257W-16,https://spacenet.tn/pc-portable-asus/67830-pc-portable-asus-vivobook-15-x1502va-i9-13gen-16go-512go-ssd-silver.html,Pc Portable Asus VivoBook 15 X1502VA i9 13Gén 16Go 512Go SSD Silver,Vivobook 15 (X1502),https://spacenet.tn/182681-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13gen-16go-512go-ssd-silver.jpg,SpaceNet,15.6 Pouces,,Intel Core i9,"Intel Core I9-13900H (4.1 GHz Up to 5.4 GHz ,24 Mo de mémoire cache, 14 Cores)",16 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 165,000 DT"
X1502VA-NJ256W-16,https://spacenet.tn/pc-portable-asus/67833-pc-portable-asus-vivobook-15-x1502va-i9-13gen-16go-512go-ssd-bleu.html,Pc Portable Asus VivoBook 15 X1502VA i9 13Gén 16Go 512Go SSD Bleu,Vivobook 15 (X1502),https://spacenet.tn/182695-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13gen-16go-512go-ssd-bleu.jpg,SpaceNet,15.6 Pouces,,Intel Core i9,"Intel Core I9 13900H (4.1 GHz Up to 5.4 GHz ,24 Mo de mémoire cache, 14 Cores)",16 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 165,000 DT"
6Q843ES-W11,https://spacenet.tn/hp-probook/79314-pc-portable-hp-probook-450-g9-i5-12gen-8go-256go-ssd-w11.html,PC Portable HP ProBook 450 G9 i5 12Gén 8Go 256Go SSD W11,ProBook 450 G9,https://spacenet.tn/233990-home_default/pc-portable-hp-probook-450-g9-i5-12gen-8go-256go-ssd-w11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,,8 Go,256 Go SSD,,Intel Iris Xe,Windows 11 Pro,Non,"2 169,000 DT"
21MS000DFE,https://spacenet.tn/pc-portables-pro-tunisie/78616-pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-8go-512go-ssd.html,Pc Portable Lenovo ThinkBook 16 G6 IRL Ultra 5 8Go 512Go SSD,ThinkBook 16 G6,https://spacenet.tn/230012-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-8go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Ultra 5,"Intel Ultra 5 125U  (Up to 4.3 GHz Turbo max, 12 Mo de mémoire Smart cache, 12 cores)",8 Go,512 Go SSD,SSD,Intel Graphics,Free Dos,Non,"2 169,000 DT"
N006L355015EMEA-VP-UBU-16,https://spacenet.tn/pc-portables-pro-tunisie/89222-pc-portable-dell-latitude-3550-i5-13gen-16go-512go-ssd.html,Pc Portable Dell Latitude 3550 i5 13Gén 16Go 512Go SSD,Latitude 3550,https://spacenet.tn/282384-home_default/pc-portable-dell-latitude-3550-i5-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"2 169,000 DT"
32M77EA-8,https://spacenet.tn/hp-probook/53846-pc-portable-hp-probook-430-g8-i5-8-go-256go-ssd-silver.html,Pc Portable HP ProBook 430 G8 i5 8 Go 256Go SSD Silver,ProBook 430 G8,https://spacenet.tn/125831-home_default/pc-portable-hp-probook-430-g8-i5-8-go-256go-ssd-silver.jpg,SpaceNet,13.3 Pouces,,Intel Core i5,"intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs)",8 Go,256 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 179,000 DT"
NX.VPXEF.004-32,https://spacenet.tn/pc-portable-tunisie/81882-pc-portable-acer-travelmate-p2-i5-11gen-32go-512go-ssd-windows-11-pro.html,Pc Portable Acer TravelMate P2 i5 11Gén 32Go 512Go SSD Windows 11 Pro,TravelMate P2,https://spacenet.tn/246960-home_default/pc-portable-acer-travelmate-p2-i5-11gen-32go-512go-ssd-windows-11-pro.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-1135G7 (2.4 GHz Up To 4.2 GHz, 8 Mo Intel® Smart Cache, 4 cœurs)",32 Go,512 Go SSD,SSD,"NVIDIA GeForce MX330, 2 Go de mémoire dédiée",Windows 11 Pro,Non,"2 179,000 DT"
83GS00KYFG,https://spacenet.tn/lenovo-gaming/81577-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 8Go 512Go SSD,Lenovo LOQ 15IAX9E,https://spacenet.tn/245240-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",8 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 179,000 DT"
83LK0075FG-32,https://spacenet.tn/lenovo-loq/88874-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 32Go 512Go SSD,Lenovo LOQ 15IAX9E,https://spacenet.tn/278570-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",32 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 179,000 DT"
FA506NF-HN004-32,https://spacenet.tn/pc-portable-gamer-tunisie/89267-pc-gamer-asus-tuf-gaming-a15-fa506nf-amd-ryzen-5-32go-512go-ssd-rtx-2050.html,Pc Gamer Asus Tuf Gaming A15 FA506NF AMD Ryzen 5 32Go 512Go SSD RTX 2050,TUF Gaming F15,https://spacenet.tn/282668-home_default/pc-gamer-asus-tuf-gaming-a15-fa506nf-amd-ryzen-5-32go-512go-ssd-rtx-2050.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 5,"AMD Ryzen 5 7435HS (Up to 4.55 GHz, 19 Mo de mémoire cache, 6 Cores)",32 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 2050, 4 Go De Mémoire Dédiée",Free Dos,Oui,"2 189,000 DT"
S3605ZF-RP618W-24,https://spacenet.tn/pc-portable-asus/79190-pc-portable-asus-vivobook-16x-i5-12gen-24go-512go-ssd-windows-11.html,Pc Portable Asus Vivobook 16X i5 12Gén 24Go 512Go SSD Windows 11,Vivobook 16X,https://spacenet.tn/245913-home_default/pc-portable-asus-vivobook-16x-i5-12gen-24go-512go-ssd-windows-11.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-12500H( up to 4.5 GHz, 18Mo Mémoire Cache,8 cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Non,"2 189,000 DT"
9U1B9EA-16,https://spacenet.tn/pc-portable-gamer-tunisie/86580-pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1006nk i5 13Gén 16Go 512Go SSD Windows 11,Victus 15-fa1006nk,https://spacenet.tn/264837-home_default/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core™ i5-13420H (Up to 4.6 GHz up to 4.4 GHz turbo max, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 195,000 DT"
9U175EA-16,https://spacenet.tn/pc-gamer-tunisie/80944-pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1007nk i5 13Gén 16Go 512Go SSD Windows 11,Victus 15-fa1007nk,https://spacenet.tn/242055-home_default/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 195,000 DT"
232500-3450,https://spacenet.tn/pc-portable-dell/89002-pc-portable-dell-latitude-3450-i5-13gen-8go-512go-ssd.html,Pc Portable Dell Latitude 3450 i5 13Gén 8Go 512Go SSD,Latitude 3450,https://spacenet.tn/279554-home_default/pc-portable-dell-latitude-3450-i5-13gen-8go-512go-ssd.jpg,SpaceNet,14 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores)",8 Go,512 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"2 199,000 DT"
3540I51YP-256-24,https://spacenet.tn/pc-portables-pro-tunisie/81755-pc-portable-dell-latitude-3540-i5-13gen-24go-256go-ssd.html,Pc Portable Dell Latitude 3540 i5 13Gén 24Go 256Go SSD,Latitude 3540,https://spacenet.tn/246167-home_default/pc-portable-dell-latitude-3540-i5-13gen-24go-256go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up To 4.6 GHz, 12 Intel Smart Cache, 10 cœurs)",24 Go,256 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"2 199,000 DT"
83GS00L1FG,https://spacenet.tn/lenovo-loq/88419-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-12go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 12Go 512Go SSD,Lenovo LOQ3 15IRX9,https://spacenet.tn/275406-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-12go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 24 Mo de mémoire cache Smart, 8 cores)",12 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 199,000 DT"
32M77EA-W11,https://spacenet.tn/pc-portables-pro-tunisie/74542-pc-portable-hp-probook-430-g8-i5-4go-256go-ssd-w11-silver.html,Pc Portable HP ProBook 430 G8 i5 4Go 256Go SSD W11 Silver,ProBook 430 G8,https://spacenet.tn/231410-home_default/pc-portable-hp-probook-430-g8-i5-4go-256go-ssd-w11-silver.jpg,SpaceNet,13.3 Pouces,,Intel Core i5,"intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs)",4 Go,256 Go SSD,SSD,,Windows 11 Pro,Non,"2 199,000 DT"
9S7-16R831-2607-16,https://spacenet.tn/msi-gaming/81252-pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-16go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i5 13Gén 16Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250278-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i5-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 199,000 DT"
X1502VA-NJ257W-24,https://spacenet.tn/pc-portable-asus/67831-pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-512go-ssd-silver.html,Pc Portable Asus VivoBook 15 X1502VA i9 13Gén 24Go 512Go SSD Silver,Vivobook 15 (X1502),https://spacenet.tn/182684-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-512go-ssd-silver.jpg,SpaceNet,15.6 Pouces,,Intel Core i9,"Intel Core I9-13900H (4.1 GHz Up to 5.4 GHz ,24 Mo de mémoire cache, 14 Cores)",24 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 205,000 DT"
X1502VA-NJ256W-24,https://spacenet.tn/pc-portable-asus/67834-pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-512go-ssd-bleu.html,Pc Portable Asus VivoBook 15 X1502VA i9 13Gén 24Go 512Go SSD Bleu,Vivobook 15 (X1502),https://spacenet.tn/182700-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-512go-ssd-bleu.jpg,SpaceNet,15.6 Pouces,,Intel Core i9,"Intel Core I9 13900H (4.1 GHz Up to 5.4 GHz ,24 Mo de mémoire cache, 14 Cores)",24 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 205,000 DT"
83LK006SFG-32,https://spacenet.tn/lenovo-loq/88384-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 32Go 512Go SSD Windows11,Lenovo LOQ 15IAX9E,https://spacenet.tn/275115-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",32 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 209,000 DT"
82R700K6FG-W11,https://spacenet.tn/pc-portables-pro-tunisie/82784-pc-portable-lenovo-ideapad-flex-5-14iau7-i5-12gen-8go-512go-ssd-windows-11.html,Pc Portable Lenovo IdeaPad Flex 5 14IAU7 i5 12Gén 8Go 512Go SSD Windows 11,IdeaPad Flex 5 14IAU7,https://spacenet.tn/250513-home_default/pc-portable-lenovo-ideapad-flex-5-14iau7-i5-12gen-8go-512go-ssd-windows-11.jpg,SpaceNet,14 Pouces,,Intel Core i5,"Intel Core i5-1235U (up to 4.4GHz, 12Mo de mémoire cache, 10 Cores)",8 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11 Pro,Non,"2 209,000 DT"
6Q843ES-W11,https://spacenet.tn/hp-probook/79314-pc-portable-hp-probook-450-g9-i5-12gen-8go-256go-ssd-w11.html,PC Portable HP ProBook 450 G9 i5 12Gén 8Go 256Go SSD W11,ProBook 450 G9,https://spacenet.tn/233990-home_default/pc-portable-hp-probook-450-g9-i5-12gen-8go-256go-ssd-w11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,,8 Go,256 Go SSD,,Intel Iris Xe,Windows 11 Pro,Non,"2 169,000 DT"
21MS000DFE,https://spacenet.tn/pc-portables-pro-tunisie/78616-pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-8go-512go-ssd.html,Pc Portable Lenovo ThinkBook 16 G6 IRL Ultra 5 8Go 512Go SSD,ThinkBook 16 G6,https://spacenet.tn/230012-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-8go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Ultra 5,"Intel Ultra 5 125U  (Up to 4.3 GHz Turbo max, 12 Mo de mémoire Smart cache, 12 cores)",8 Go,512 Go SSD,SSD,Intel Graphics,Free Dos,Non,"2 169,000 DT"
N006L355015EMEA-VP-UBU-16,https://spacenet.tn/pc-portables-pro-tunisie/89222-pc-portable-dell-latitude-3550-i5-13gen-16go-512go-ssd.html,Pc Portable Dell Latitude 3550 i5 13Gén 16Go 512Go SSD,Latitude 3550,https://spacenet.tn/282384-home_default/pc-portable-dell-latitude-3550-i5-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"2 169,000 DT"
32M77EA-8,https://spacenet.tn/hp-probook/53846-pc-portable-hp-probook-430-g8-i5-8-go-256go-ssd-silver.html,Pc Portable HP ProBook 430 G8 i5 8 Go 256Go SSD Silver,ProBook 430 G8,https://spacenet.tn/125831-home_default/pc-portable-hp-probook-430-g8-i5-8-go-256go-ssd-silver.jpg,SpaceNet,13.3 Pouces,,Intel Core i5,"intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs)",8 Go,256 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 179,000 DT"
NX.VPXEF.004-32,https://spacenet.tn/pc-portable-tunisie/81882-pc-portable-acer-travelmate-p2-i5-11gen-32go-512go-ssd-windows-11-pro.html,Pc Portable Acer TravelMate P2 i5 11Gén 32Go 512Go SSD Windows 11 Pro,TravelMate P2,https://spacenet.tn/246960-home_default/pc-portable-acer-travelmate-p2-i5-11gen-32go-512go-ssd-windows-11-pro.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-1135G7 (2.4 GHz Up To 4.2 GHz, 8 Mo Intel® Smart Cache, 4 cœurs)",32 Go,512 Go SSD,SSD,"NVIDIA GeForce MX330, 2 Go de mémoire dédiée",Windows 11 Pro,Non,"2 179,000 DT"
83GS00KYFG,https://spacenet.tn/lenovo-gaming/81577-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 8Go 512Go SSD,Lenovo LOQ 15IAX9E,https://spacenet.tn/245240-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",8 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 179,000 DT"
83LK0075FG-32,https://spacenet.tn/lenovo-loq/88874-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 32Go 512Go SSD,Lenovo LOQ 15IAX9E,https://spacenet.tn/278570-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-32go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",32 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 179,000 DT"
FA506NF-HN004-32,https://spacenet.tn/pc-portable-gamer-tunisie/89267-pc-gamer-asus-tuf-gaming-a15-fa506nf-amd-ryzen-5-32go-512go-ssd-rtx-2050.html,Pc Gamer Asus Tuf Gaming A15 FA506NF AMD Ryzen 5 32Go 512Go SSD RTX 2050,TUF Gaming F15,https://spacenet.tn/282668-home_default/pc-gamer-asus-tuf-gaming-a15-fa506nf-amd-ryzen-5-32go-512go-ssd-rtx-2050.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 5,"AMD Ryzen 5 7435HS (Up to 4.55 GHz, 19 Mo de mémoire cache, 6 Cores)",32 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 2050, 4 Go De Mémoire Dédiée",Free Dos,Oui,"2 189,000 DT"
